index,roll,pitch,yaw,jaw,roll_dts,pitch_dts,yaw_dts,jaw_dts,cycle,epoch_time
426,0,0,24.127335374002836,2.5,0.000245,-0.001579,1.174873,0.05928,16,1539279986.736384
427,0,0,24.127335374002836,2.0,0.000245,-0.003295,1.171633,0.045747,16,1539279988.242254
428,0,0,24.127335374002836,1.5,0.000245,-0.002814,1.172459,0.041236,16,1539279989.750281
429,0,0,24.127335374002836,1.0,0.000245,-0.00453,1.169346,0.030244,16,1539279991.256515
430,0,0,24.127335374002836,0.5,0.000245,-0.004393,1.169854,0.019951,16,1539279992.763725
431,0,0,24.127335374002836,0.0,0.000245,-0.005285,1.168139,0.010611,16,1539279994.270673
432,5.410520681182422,0,24.127335374002836,25.0,5.41041,0.002471,1.213314,0.334716,17,1539279997.285303
433,5.410520681182422,0,24.127335374002836,12.5,5.41041,0.004874,1.209946,0.226893,17,1539279998.791665
434,5.410520681182422,0,24.127335374002836,12.0,5.41041,0.00453,1.208104,0.224415,17,1539280000.300345
435,5.410520681182422,0,24.127335374002836,11.5,5.41041,0.002265,1.20499,0.217997,17,1539280001.807271
436,5.410520681182422,0,24.127335374002836,11.0,5.41041,-0.000275,1.203275,0.201795,17,1539280003.313608
437,5.410520681182422,0,24.127335374002836,10.5,5.41041,0.002059,1.200225,0.19595,17,1539280004.820293
438,5.410520681182422,0,24.127335374002836,10.0,5.41041,0.000686,1.20086,0.182734,17,1539280006.326614
439,5.410520681182422,0,24.127335374002836,9.5,5.41041,0.002608,1.1987,0.177905,17,1539280007.833518
440,5.410520681182422,0,24.127335374002836,9.0,5.41041,0.001853,1.19762,0.174538,17,1539280009.340437
441,5.410520681182422,0,24.127335374002836,8.5,5.41041,0.003707,1.196921,0.159988,17,1539280010.847859
442,5.410520681182422,0,24.127335374002836,8.0,5.41041,0.003775,1.196985,0.157001,17,1539280012.353892
443,5.410520681182422,0,24.127335374002836,7.5,5.41041,0.004187,1.197747,0.14099,17,1539280013.8605
444,5.410520681182422,0,24.127335374002836,7.0,5.41041,0.004324,1.196222,0.130824,17,1539280015.36672
445,5.410520681182422,0,24.127335374002836,6.5,5.41041,0.003913,1.195714,0.124851,17,1539280016.872469
446,5.410520681182422,0,24.127335374002836,6.0,5.41041,0.006452,1.192982,0.11424,17,1539280018.378354
447,5.410520681182422,0,24.127335374002836,5.5,5.41041,0.006795,1.191902,0.112906,17,1539280019.885674
448,5.410520681182422,0,24.127335374002836,5.0,5.41041,0.008443,1.191647,0.098928,17,1539280021.390417
449,5.410520681182422,0,24.127335374002836,4.5,5.41041,0.006864,1.188661,0.093654,17,1539280022.895957
450,5.410520681182422,0,24.127335374002836,4.0,5.41041,0.008649,1.187263,0.083107,17,1539280024.403019
451,5.410520681182422,0,24.127335374002836,3.5,5.41041,0.005285,1.187835,0.074402,17,1539280025.908643
452,5.410520681182422,0,24.127335374002836,3.0,5.41041,0.007894,1.18415,0.068938,17,1539280027.415681
453,5.410520681182422,0,24.127335374002836,2.5,5.41041,0.010845,1.180783,0.057819,17,1539280028.921693
454,5.410520681182422,0,24.127335374002836,2.0,5.41041,0.009061,1.182307,0.05083,17,1539280030.427837
455,5.410520681182422,0,24.127335374002836,1.5,5.41041,0.008306,1.182625,0.040473,17,1539280031.934992
456,5.410520681182422,0,24.127335374002836,1.0,5.41041,0.006246,1.180084,0.029926,17,1539280033.440917
457,5.410520681182422,0,24.127335374002836,0.5,5.41041,0.004942,1.179639,0.025161,17,1539280034.948046
458,5.410520681182422,0,24.127335374002836,0.0,5.41041,0.005285,1.179321,0.0115,17,1539280036.455803
459,-5.410520681182422,0,24.127335374002836,25.0,-5.41041,0.003295,1.214458,0.335478,18,1539280039.466866
460,-5.410520681182422,0,24.127335374002836,12.5,-5.41041,0.000755,1.212488,0.229434,18,1539280040.973291
